policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,2,0.42436483502388,"Their importance is reinforced by in-
ternational labour standards: ILO Recommendation
164 affirms workers’ rights to safety representation
and equal participation, while ILO Convention 155
highlights the need for robust occupational health
and safety frameworks for all workers.",205
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,3,0.416582852602005,"Joint occupational health and safety com-
mittees: Democratically elected committees
to enforce workplace protections and perform
regular audits with transparent health and
safety assessments.",35
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,4,0.4099667966365814,"Employers must collect a signed acknowledgment confirming that moderators understand
available resources and policies.",177
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,5,0.40717828273773193,"Companies should fund
independent therapists who operate through or
are co-managed by the union, ensuring confidentiality and psychological safety.",185
Protocols for Safe Content Moderation,233,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",1,0.44528648257255554,"Additionally, employer-funded legal assistance for
visa and work permit applications is essential for
compliance with local labour laws.",210
Protocols for Safe Content Moderation,233,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",2,0.35532933473587036,"They remove hate speech, misinformation
and graphic content, ensuring compliance with
both legal and community standards.",42
Protocols for Safe Content Moderation,233,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",3,0.3506121039390564,"Where relevant,
work contracts should not tie legal residency or
work permits exclusively to the employer, prevent-
ing situations of forced dependency.",211
Protocols for Safe Content Moderation,233,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",4,0.3450465798377991,"Their importance is reinforced by in-
ternational labour standards: ILO Recommendation
164 affirms workers’ rights to safety representation
and equal participation, while ILO Convention 155
highlights the need for robust occupational health
and safety frameworks for all workers.",205
Protocols for Safe Content Moderation,233,38,Legal enforceability,Employer and platform/contractor responsibilities,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",5,0.3444725275039673,"In several cases,
when workers have raised concerns or attempted
to organize, the response has included threats to
shift contracts to other jurisdictions, limiting their
ability to advocate for improved standards
SECTION 3
FOUR KEY CHALLENGES FACED
BY CONTENT MODERATORS
1.",60
Protocols for Safe Content Moderation,233,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,1,0.3213122487068176,"At the center of these protocols are freedom of
association and collective bargaining – tools that
empower workers to shape the conditions under
which they labour.",230
Protocols for Safe Content Moderation,233,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,2,0.30342376232147217,"This creates a
complex, layered system where global platforms
delegate content moderation to outsourcing firms,
distancing themselves from direct accountability.",57
Protocols for Safe Content Moderation,233,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,3,0.29526346921920776,"UNI Global Union survey
job security or retaliation.",184
Protocols for Safe Content Moderation,233,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,4,0.2880527377128601,"Trade
unions and OSH committees are central to these
processes and ensure that worker perspectives
are reflected in both the design, oversight and
continuous improvement of safety measures.",207
Protocols for Safe Content Moderation,233,39,Enforcing authority,Employer and platform/contractor responsibilities,The policy identifies the party/institution/agency tasked with enforcement of the policy.,5,0.28746655583381653,"Right to organize a union and collective
bargaining: Respect for the right to organize
without interference or opposition from the
employer, alongside a policy to allow access
to the union.",37
Protocols for Safe Content Moderation,233,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",1,0.326510488986969,"We are calling on tech companies to implement
these practices across their supply chains.",18
Protocols for Safe Content Moderation,233,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",2,0.3252338767051697,"Source: Canadian Institute for Public Safety Research and Treatment (CIPSRT), 2022
https://www.cipsrt-icrtsp.ca
Emergency dispatchers
USA, Germany
Stress management training, rotational shifts to prevent burnout and counselling services covered
by employer benefits.",148
Protocols for Safe Content Moderation,233,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",3,0.3151058554649353,"Productivity targets must be
transparent and communicated to workers during
hiring so that they are informed of the service lev-
els and can make informed decisions.",168
Protocols for Safe Content Moderation,233,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",4,0.31447601318359375,"In several cases,
when workers have raised concerns or attempted
to organize, the response has included threats to
shift contracts to other jurisdictions, limiting their
ability to advocate for improved standards
SECTION 3
FOUR KEY CHALLENGES FACED
BY CONTENT MODERATORS
1.",60
Protocols for Safe Content Moderation,233,40,Timeline for implementation,Employer and platform/contractor responsibilities,"The policy mentions deadlines, timelines, or phased rollouts",5,0.3108477294445038,"Employee Assistance Programmes and long-
term support
Companies must provide comprehensive Employee Assistance Programmes (EAPs) with 24/7
support, counselling, family assistance and critical
incident response.",196
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",1,0.5678898692131042,"In the regions where living wage figures are available, companies have to
abide by living wages instead of minimum wages.",24
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",2,0.5641219615936279,"This standard applies to any and all forms of money that is due to workers, including, but not limited to, salaries,
per-task pay, overtime pay, and bonuses and incentives.",29
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",3,0.5624508857727051,"Living and minimum wages
Companies should make arrangements to ensure that workers' take-home earnings exceed the minimum wage
stipulated by local laws and regulations.",23
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",4,0.5392069220542908,"This standard applies to the entirety of the compensation possible for a worker, including, but not limited to, base pay,
bonus and incentive pay, and hazard pay.",236
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",5,0.5330933928489685,"If living wage rates exist for the area, then they must be applied instead of minimum wage numbers.",114
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.6366790533065796,"This standard applies to the entirety of the compensation possible for a worker, including, but not limited to, base pay,
bonus and incentive pay, and hazard pay.",236
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,2,0.5778458714485168,"This standard applies to any and all forms of money that is due to workers, including, but not limited to, salaries,
per-task pay, overtime pay, and bonuses and incentives.",29
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,3,0.542814314365387,"Thus, companies need to arrange measures that act as safety nets, worker care for hazardous
work, and as guarantees on earnings.",91
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,4,0.4986065924167633,"Companies can utilize existing protections and institutions,
but must ensure that workers have aid and support that matches the level of risk and harm their roles entail.",172
Building Better Workplaces for Data Workers,289,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,5,0.4892955422401428,"Hazard pay for dangerous forms of work
Companies need to have a ""hazard pay"" system in place for work that can harm the workers handling the
data/content.",167
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.5430575609207153,"Ensuring substantial periods of work
Companies need to ensure that they assign people work on as constant a basis as possible.",117
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",2,0.5393868088722229,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",3,0.5261912941932678,"The quotas for completing tasks need to be set such that workers should be able to meet their targets while being
able to take breaks that allow a sufficient amount of mental and physical recovery.",71
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",4,0.5219176411628723,This standard’s recommendation of providing breaktime relative to the hours of work done is tentative.,107
Building Better Workplaces for Data Workers,289,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",5,0.5219176411628723,This standard’s recommendation of providing breaktime relative to the hours of work done is tentative.,109
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,1,0.5679833889007568,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,2,0.5662735104560852,"Termination policy governing removal of workers
Companies should provide a termination policy to workers that outlines the possible grounds for termination and the
notice period.",143
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,3,0.564033031463623,"Termination practices need to
be transparent, justifiable,and should allow appeals and redressal for workers.",141
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,4,0.5006152391433716,"Companies can utilize existing protections and institutions,
but must ensure that workers have aid and support that matches the level of risk and harm their roles entail.",172
Building Better Workplaces for Data Workers,289,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,5,0.49335381388664246,"Termination has been discussed as a format
for intimidation and retaliation against workers attempting to raise issues or take action.",140
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.5747237205505371,"Based on this data, companies should work
with the workers to set the task rates.",200
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",2,0.5712577700614929,"Discussions between labor and workers on matters like performance
evaluation, or how task rates consider workers’ time and effort, can help build fairer processes for reviewing and
compensating data workers.",198
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",3,0.5704391002655029,"The quotas for completing tasks need to be set such that workers should be able to meet their targets while being
able to take breaks that allow a sufficient amount of mental and physical recovery.",71
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",4,0.5402544736862183,"Share information about calculations
Companies should make the task pay calculation formulae, metrics, and processes transparent to the workers.",48
Building Better Workplaces for Data Workers,289,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",5,0.5140887498855591,"Worker consultation for performance metrics
In arrangements where workers are required to fulfill metrics set by the management, periodic consultations between
companies and its workers must be held.",202
Building Better Workplaces for Data Workers,289,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",1,0.6131300330162048,"For example, if attendance tracking is used to decide insurance eligibility, then workers should be able to
check these records, and access grievance redressal if they have problems in the attendance logged.",188
Building Better Workplaces for Data Workers,289,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",2,0.5393096208572388,Auxiliary standard: Information on a company’s duty of care policy must be easily available for workers’ perusal.,182
Building Better Workplaces for Data Workers,289,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",3,0.51743483543396,Changes to such systems should be indicated in the information provided to workers.,49
Building Better Workplaces for Data Workers,289,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",4,0.4882032573223114,"Informing workers should not be restricted to mailing them policies, but need to consider methods like having people
on the ground who can answer questions, and conducting orientations on DoC policies and changes.",183
Building Better Workplaces for Data Workers,289,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",5,0.48652833700180054,"This standard applies to the companies data workers work for, the clients they treat data for, and any supervisors,
managers, or data-quality personnel overseeing workers.",60
Building Better Workplaces for Data Workers,289,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",1,0.6574565172195435,"Termination policy governing removal of workers
Companies should provide a termination policy to workers that outlines the possible grounds for termination and the
notice period.",143
Building Better Workplaces for Data Workers,289,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",2,0.5479199290275574,"Termination practices need to
be transparent, justifiable,and should allow appeals and redressal for workers.",141
Building Better Workplaces for Data Workers,289,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",3,0.5270792245864868,No worker can be removed from the company for reasons outside the termination policy's contents.,144
Building Better Workplaces for Data Workers,289,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",4,0.5081168413162231,"A human being should oversee all decisions pertaining to workers' termination and/or non-renewal of their
contracts, and appeals processes.",158
Building Better Workplaces for Data Workers,289,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",5,0.5078550577163696,"Human-mediation in termination processes
No workers can be terminated, or be rejected from contract renewal, at the sole discretion of algorithmic, automated
systems.",157
Building Better Workplaces for Data Workers,289,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",1,0.49870166182518005,"Enable upskilling among workers
Companies need to arrange or build skilling programs that help workers to either transition to better-paying data work
roles, or to pursue opportunities in other professions and organizations.",212
Building Better Workplaces for Data Workers,289,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",2,0.4320642352104187,"Companies need to provide workers with clear, up-to-date and accurate information on how career progression andindividual evaluation works within the organization, covering topics like promotions, pay adjustment, feedback,
penalties, and applying for new roles.",214
Building Better Workplaces for Data Workers,289,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",3,0.39656978845596313,"Workers should not be penalized, have their pay reduced, or have their performance evaluations downrated, for time
spent in seeking aid.",177
Building Better Workplaces for Data Workers,289,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",4,0.3856402635574341,"Something like having completed a thirty-day period of completing tasks should be enough to qualify them
for company-run care mechanisms.",192
Building Better Workplaces for Data Workers,289,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",5,0.38189077377319336,"A human being should oversee all decisions pertaining to workers' termination and/or non-renewal of their
contracts, and appeals processes.",158
Building Better Workplaces for Data Workers,289,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",1,0.49617651104927063,"For example, if attendance tracking is used to decide insurance eligibility, then workers should be able to
check these records, and access grievance redressal if they have problems in the attendance logged.",188
Building Better Workplaces for Data Workers,289,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",2,0.4546905755996704,"Termination has been discussed as a format
for intimidation and retaliation against workers attempting to raise issues or take action.",140
Building Better Workplaces for Data Workers,289,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",3,0.45013153553009033,"Routinely consult workers about changes and issues
Establish consultation mechanisms where companies discuss key issues, like pay, and co-design solutions and
changes.",245
Building Better Workplaces for Data Workers,289,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",4,0.4217756390571594,"Termination practices need to
be transparent, justifiable,and should allow appeals and redressal for workers.",141
Building Better Workplaces for Data Workers,289,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",5,0.42171841859817505,"Termination policy governing removal of workers
Companies should provide a termination policy to workers that outlines the possible grounds for termination and the
notice period.",143
Building Better Workplaces for Data Workers,289,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.5739983320236206,"Companies
should engage workers, unions, and relevant labor institutions to understand good practices, and set their policies
accordingly.",105
Building Better Workplaces for Data Workers,289,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.5739983320236206,"Companies
should engage workers, unions, and relevant labor institutions to understand good practices, and set their policies
accordingly.",108
Building Better Workplaces for Data Workers,289,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",3,0.5739983320236206,"Companies
should engage workers, unions, and relevant labor institutions to understand good practices, and set their policies
accordingly.",110
Building Better Workplaces for Data Workers,289,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.5739983320236206,"Companies should
engage workers, unions, and relevant labor institutions to understand good practices, and set their policies
accordingly.",122
Building Better Workplaces for Data Workers,289,9,"Freedom of association and fair representation (democratically determined working conditions, worker voice mechanisms)",Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",5,0.5739983320236206,"Companies should engage workers, unions, and relevant labor institutions to understand good practices, and set their
policies accordingly.",127
Building Better Workplaces for Data Workers,289,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.5185074210166931,"This informationshould feed the development of policies and care measures (discussed in Standard 2 and 3 in “Comprehensive Care”
under Stage 02) that provide assistance and support to workers in forms like hazard pay, insurance policies, and
access to wellness services like counselling.",94
Building Better Workplaces for Data Workers,289,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",2,0.4925457239151001,"These measures must be adequately equipped to aid workers, and responsive to risks and
distress.",98
Building Better Workplaces for Data Workers,289,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",3,0.4814321994781494,Auxiliary standard: Information on a company’s duty of care policy must be easily available for workers’ perusal.,182
Building Better Workplaces for Data Workers,289,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",4,0.4741595685482025,"Defining and upholding a duty of care policy
Companies need to have a “duty of care policy” (DoC) guaranteeing support and assistance that is aligned to risks
and problems identified by data workers.",179
Building Better Workplaces for Data Workers,289,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",5,0.4672624468803406,"Companies need to build and maintain measures that protect workers’ safety, address
emerging safety issues and hazards, and ensure that workers have the means and information necessary to
complete work and earn.",275
Building Better Workplaces for Data Workers,289,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.6460475921630859,"Workers must be safe from company-side
penalties or retaliation for participating in or initiating collective action.",233
Building Better Workplaces for Data Workers,289,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",2,0.6317969560623169,"Workers should not face impediments, intimidation or retaliation for availing any redressal or rights available to them.",13
Building Better Workplaces for Data Workers,289,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",3,0.6246852874755859,"Workers must not be penalized, disciplined, or called out for attempting to raise issues, discussing changes,
and calling for action.",246
Building Better Workplaces for Data Workers,289,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",4,0.5727803707122803,"Freedom
Workers should be able to exercise their rights and seek external recourse, remedy, and counsel without interference,
coercion, or intimidation from workplaces.",266
Building Better Workplaces for Data Workers,289,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",5,0.5573664903640747,Auxiliary standard: Information on a company’s duty of care policy must be easily available for workers’ perusal.,182
Building Better Workplaces for Data Workers,289,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",1,0.562462568283081,"Enrollment in existing measures: Should there be government-driven systems of support in place, for things
like insurance and healthcare, companies can direct workers towards these services.",173
Building Better Workplaces for Data Workers,289,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",2,0.549649715423584,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",3,0.5370278358459473,"This informationshould feed the development of policies and care measures (discussed in Standard 2 and 3 in “Comprehensive Care”
under Stage 02) that provide assistance and support to workers in forms like hazard pay, insurance policies, and
access to wellness services like counselling.",94
Building Better Workplaces for Data Workers,289,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",4,0.5101184248924255,Auxiliary standard: Information on a company’s duty of care policy must be easily available for workers’ perusal.,182
Building Better Workplaces for Data Workers,289,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",5,0.5034301280975342,"For example, if a data worker’s treatment, recovery, or prevention involves medication as well as therapy, the
company-provided care mechanisms need to cover the entire cost involved.",195
Building Better Workplaces for Data Workers,289,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",1,0.5342729091644287,"Workers’ leaves
All workers that work on a shift basis, or are monitored as they work, are entitled to paid time off, and to sick leaves,
commensurate with the local regulations.",111
Building Better Workplaces for Data Workers,289,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",2,0.45502138137817383,"Termination policy governing removal of workers
Companies should provide a termination policy to workers that outlines the possible grounds for termination and the
notice period.",143
Building Better Workplaces for Data Workers,289,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",3,0.4269862473011017,"Companies also need to ensure that
exiting workers are paid and their exit entitlements are fulfilled.",142
Building Better Workplaces for Data Workers,289,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",4,0.4101341962814331,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",5,0.40999990701675415,"Companies should also conduct some form of check-ins that ask workers about their well-being, and offer options for
support, breaks from the work, and, if available, long-term or temporary transfers to other projects or work
assignments.",78
Building Better Workplaces for Data Workers,289,14,Sick leave,Worker rights,The policy references paid time off for illness,1,0.5628126263618469,"If they have depleted the sick leaves they are entitled to, workers should regardless be given
penalty-free opportunities to use care measures.",178
Building Better Workplaces for Data Workers,289,14,Sick leave,Worker rights,The policy references paid time off for illness,2,0.5109260678291321,"Workers’ leaves
All workers that work on a shift basis, or are monitored as they work, are entitled to paid time off, and to sick leaves,
commensurate with the local regulations.",111
Building Better Workplaces for Data Workers,289,14,Sick leave,Worker rights,The policy references paid time off for illness,3,0.47545325756073,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,14,Sick leave,Worker rights,The policy references paid time off for illness,4,0.47349023818969727,Auxiliary standard: Information on a company’s duty of care policy must be easily available for workers’ perusal.,182
Building Better Workplaces for Data Workers,289,14,Sick leave,Worker rights,The policy references paid time off for illness,5,0.4662296175956726,"For example, if a data worker’s treatment, recovery, or prevention involves medication as well as therapy, the
company-provided care mechanisms need to cover the entire cost involved.",195
Building Better Workplaces for Data Workers,289,15,Pension benefits,Worker rights,The policy mentions retirement savings or pensions programs for workers,1,0.4291240870952606,"For example, workers should not have to wait six months to be eligible for protections like insurance.",191
Building Better Workplaces for Data Workers,289,15,Pension benefits,Worker rights,The policy mentions retirement savings or pensions programs for workers,2,0.42446470260620117,"Guaranteed freedoms
Governments provide requirements, entitlements and guidance that help define acceptable working conditions and
labor well-being.",11
Building Better Workplaces for Data Workers,289,15,Pension benefits,Worker rights,The policy mentions retirement savings or pensions programs for workers,3,0.42333510518074036,"Enrollment in existing measures: Should there be government-driven systems of support in place, for things
like insurance and healthcare, companies can direct workers towards these services.",173
Building Better Workplaces for Data Workers,289,15,Pension benefits,Worker rights,The policy mentions retirement savings or pensions programs for workers,4,0.3932807147502899,"This informationshould feed the development of policies and care measures (discussed in Standard 2 and 3 in “Comprehensive Care”
under Stage 02) that provide assistance and support to workers in forms like hazard pay, insurance policies, and
access to wellness services like counselling.",94
Building Better Workplaces for Data Workers,289,15,Pension benefits,Worker rights,The policy mentions retirement savings or pensions programs for workers,5,0.3829660713672638,"If they have depleted the sick leaves they are entitled to, workers should regardless be given
penalty-free opportunities to use care measures.",178
Building Better Workplaces for Data Workers,289,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,1,0.4151657819747925,"They
should conduct human rights impact assessments and release publicly available reports.",222
Building Better Workplaces for Data Workers,289,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,2,0.4065830707550049,"Companies can utilize existing protections and institutions,
but must ensure that workers have aid and support that matches the level of risk and harm their roles entail.",172
Building Better Workplaces for Data Workers,289,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,3,0.3882174789905548,"Guaranteed freedoms
Governments provide requirements, entitlements and guidance that help define acceptable working conditions and
labor well-being.",11
Building Better Workplaces for Data Workers,289,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,4,0.3743134140968323,"Enrollment in existing measures: Should there be government-driven systems of support in place, for things
like insurance and healthcare, companies can direct workers towards these services.",173
Building Better Workplaces for Data Workers,289,16,Gender,Worker rights,The policy mentions protections or equity measures based on gender.,5,0.3703097701072693,"Thus, companies need to arrange measures that act as safety nets, worker care for hazardous
work, and as guarantees on earnings.",91
Building Better Workplaces for Data Workers,289,17,Race and ethnicity,Worker rights,The policy mentions protections or equity measures based on race or ethnicity.,1,0.3644351363182068,"Companies can utilize existing protections and institutions,
but must ensure that workers have aid and support that matches the level of risk and harm their roles entail.",172
