policy_title,corpus_size,query_id,parameter,category,query,sentence_rank,sentence_score,sentence,sentence_index,review_1,review_2,primary_paramater,alt_parameter_1,alt_parameter_2,alt_parameter_3,alt_parameter_4,alt_parameter_5,alt_parameter_6,notes,review_agreement
Protocols for Safe Content Moderation,233,33,Credentials for skills and experience,Employer and platform/contractor responsibilities,"Workers receive some form of credentials or documentation of their work, skills, expertise and/or achievements.",3,0.4446,"By recognizing the
contributions of this workforce and implementing
strong labour protections, the industry can create
a safer working environment for those who protect
our digital space.",55,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",2,0.6533,Collective bargaining with recognized unions.,38,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,2,0.4362,"Companies
must ensure that NDAs do not interfere with a
moderator’s ability to report harmful practices,
organize for safer conditions, or seek support.",182,Meets a different parameter(s),Meets a different parameter(s),,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,TRUE
Protocols for Safe Content Moderation,233,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",2,0.5031,"Companies must
also redefine “working time” to include basic
human needs, so moderators are not penalized for
reasons such as bathroom breaks or rest periods.",170,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,5,0.4072,"Companies should fund
independent therapists who operate through or
are co-managed by the union, ensuring confidentiality and psychological safety.",185,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",3,0.4406,"Comprehensive and transparent health and
safety training: Mandatory and re-occurring,
trauma-informed training for moderators and
their supervisors.",26,Yes,Yes,"The policy mentions opportunities for training, promotions, or upskilling.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",2,0.5051,"Comprehensive and transparent health and
safety training: Mandatory and re-occurring,
trauma-informed training for moderators and
their supervisors.",26,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,29,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,1,0.4924,"Comprehensive and transparent health and
safety training: Mandatory and re-occurring,
trauma-informed training for moderators and
their supervisors.",26,Yes,Yes,The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,14,Sick leave,Worker rights,The policy references paid time off for illness,4,0.3808,"Despite the well-documented psychological risks inherent in this work,2
access to employer-provided mental health sup-
port is often limited or inconsistent, leaving many
workers without adequate resources to manage
the toll of their responsibilities.",62,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions health coverage for workers, mental or physical.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,14,Sick leave,Worker rights,The policy references paid time off for illness,5,0.3775,"Employee assistance and long-term support:
24/7 employee assistance access; counselling;
critical incident reporting; and trauma-informed
resources.",32,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,29,Training and guidelines for workers and managers,Employer and platform/contractor responsibilities,The policy provisions or recommends the existence of or specific guidelines for employee training or onboarding,4,0.4620,"Employee Assistance Programmes and long-
term support
Companies must provide comprehensive Employee Assistance Programmes (EAPs) with 24/7
support, counselling, family assistance and critical
incident response.",196,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",5,0.4236,"Employers must collect a signed acknowledgment confirming that moderators understand
available resources and policies.",177,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,20,Fair contracts,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,5,0.4755,"Employers must collect a signed acknowledgment confirming that moderators understand
available resources and policies.",177,Yes,Yes,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,21,Contract clarity and readability,Employer and platform/contractor responsibilities,The policy includes recommendations or requirements for contract clarity and readability.,1,0.3941,"Employers must collect a signed acknowledgment confirming that moderators understand
available resources and policies.",177,Yes,Yes,The policy includes recommendations or requirements for contract clarity and readability.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,31,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",4,0.5479,"Employers must ensure
full transparency during recruitment, providing
detailed information about the role to enable
moderators to make informed decisions and
implement harm-reduction practices from the start.",173,Yes,Yes,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",4,0.3801,"Employers must inform workers in writing
of their right to join a union, and this step is even
more important for migrant employees who have
greater vulnerability than those who are contract-
ed in their home country.",215,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,19,Disability,Worker rights,The policy mentions protections or equity measures based on disability.,2,0.3690,"Employers should provide safe, dignified and
independent housing options, rather than compa-
ny-controlled accommodations that restrict move-
ment and autonomy.",212,No - but presents new theme,No - but presents new theme,,,,,,,,"New theme, or bucket under work-related expenses?",TRUE
Protocols for Safe Content Moderation,233,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,1,0.5155,"Guarantee long-term, stable employment
contracts and living wages
Content moderators’ employment contracts should
have full-time, permanent positions with benefits
such as health insurance, paid time off, paid sick
leave and career development opportunities.",188,Yes,Yes,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,13,Paid time off,Worker rights,"The policy mentions vacation, annual leave, or other forms of paid leave.",3,0.4034,"Guarantee long-term, stable employment
contracts and living wages
Content moderators’ employment contracts should
have full-time, permanent positions with benefits
such as health insurance, paid time off, paid sick
leave and career development opportunities.",188,Yes,Yes,"The policy mentions vacation, annual leave, or other forms of paid leave.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,20,Fair contracts,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,3,0.4927,"Guarantee long-term, stable employment
contracts and living wages
Content moderators’ employment contracts should
have full-time, permanent positions with benefits
such as health insurance, paid time off, paid sick
leave and career development opportunities.",188,Yes,Yes,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",1,0.5265,"Here’s how different sectors address
psychological hazards:
Profession & location Protections
First responders (paramedics and police services) Canada
Mandatory psychological debriefing after critical incidents, peer support programmes and access to
long-term mental health care.",142,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",5,0.3880,"In practice, it pushes workers to process large
volumes of egregious content rapidly, heightening
both the risk of burnout and exposure to trauma.",126,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Protocols for Safe Content Moderation,233,8,"Channels for workers to appeal decisions, raise complaints, seek clarification",Worker rights,"The policy includes references to grievance procedures or mechanisms for resolving disputes, such as the ability to appeal a work decision, raise complaints or seek clarification.",1,0.4758,"In several cases,
when workers have raised concerns or attempted
to organize, the response has included threats to
shift contracts to other jurisdictions, limiting their
ability to advocate for improved standards
SECTION 3
FOUR KEY CHALLENGES FACED
BY CONTENT MODERATORS
1.",60,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",5,0.4226,"It’s not real
support.”
To address this, companies must ensure access to
licensed, independent mental health professionals
who are specifically trained in trauma and crisis
response.",131,Yes,Yes,"The policy mentions health coverage for workers, mental or physical.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,31,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",1,0.5790,"Job descriptions should explicitly state that the
role involves moderating sensitive, explicit and
potentially harmful content, with generic examples
provided during interviews.",174,Yes,Yes,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,2,0.4470,"Joint occupational health and safety com-
mittees: Democratically elected committees
to enforce workplace protections and perform
regular audits with transparent health and
safety assessments.",35,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,35,Responsibility for upholding/implementing,Employer and platform/contractor responsibilities,The policy identifies parties responsible for enforcing worker protections.,3,0.5032,"Joint occupational health and safety com-
mittees: Democratically elected committees
to enforce workplace protections and perform
regular audits with transparent health and
safety assessments.",35,Yes,Yes,The policy identifies parties responsible for enforcing worker protections.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,37,Third party audits,Employer and platform/contractor responsibilities,The policy prescribes requirements for external review of companies by a third-party of their compliance against worker protections.,3,0.4166,"Joint occupational health and safety com-
mittees: Democratically elected committees
to enforce workplace protections and perform
regular audits with transparent health and
safety assessments.",35,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",1,0.5725,"like debriefing sessions, stress management
training and access to mental health care.",44,Yes,Yes,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",4,0.4710,"Limit exposure to egregious content
Workers’ exposure to egregious content should be
limited to one hour per day, five hours maximum
per week – pairing this cap with regular task
rotation to less graphic or demanding roles.",159,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Protocols for Safe Content Moderation,233,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,4,0.4714,"Migrant worker protections: Policies that pre-
vent exploitation, provide job security, protect
against labour abuses and support vulnerable
workers.",36,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,TRUE
Protocols for Safe Content Moderation,233,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",4,0.4379,"Moderators interviewed by UNI
Global Union described training practices that,
rather than mitigating harm, sometimes exacerbated psychological distress.",67,Yes,Yes,"The policy mentions opportunities for training, promotions, or upskilling.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",1,0.5286,"No worker
should have to skip breaks to meet quotas – safe
staffing levels must be enforced.",169,Yes,Yes,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",5,0.4346,"No worker
should have to skip breaks to meet quotas – safe
staffing levels must be enforced.",169,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,23,Non-disclosure agreements (NDAs),Employer and platform/contractor responsibilities,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,1,0.4302,"Non-disclosure agreements (NDAs) are frequently
introduced during initial training sessions and
often function to silence workers and discourage
them from raising concerns about their working
conditions.",179,Yes,Yes,The policy includes recommendations related to confidentiality clauses in contracts or any repercussions for violating confidentiality.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,18,Sexual orientation,Worker rights,The policy mentions protections or equity measures based on sexual orientation.,1,0.4372,"Over 70% of respondents moderate
“sexually explicit or violent content”
UNI Global Union survey
2.",163,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",3,0.4644,"﻿Over 80% of content moderators said their employer
needs to do more to support their mental health (80.7%).",0,Yes,Yes,"The policy mentions health coverage for workers, mental or physical.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",3,0.5552,"﻿Over 80% of content moderators said their employer
needs to do more to support their mental health (80.7%).",0,Yes,Yes,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,11,Right to refuse work,Worker rights,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",1,0.5723,"Productivity expectations
should be realistic and adjusted based on the
10 Note: workers have a right to refuse without fear of ‘undue
consequences’ (ILO C155, Article 13) if they believe their
work presents a ‘serious and imminent’ risk to their ‘life or
health’ (ILO C155, Article 19(f)).",165,Yes,Yes,"The policy references workers' right to refuse unsafe, unreasonable, objectionable, or exploitative tasks.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",2,0.4665,"Productivity targets must be
transparent and communicated to workers during
hiring so that they are informed of the service lev-
els and can make informed decisions.",168,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",1,0.5016,"Regular mental health screenings: Many departments offer regular psychological evaluations,
covered by employer insurance.",146,Yes,Yes,"The policy mentions health coverage for workers, mental or physical.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,5,0.4379,"Respect the right to organize a union and
collective bargaining
Freedom of association is crucial for the protection
and empowerment of content moderators and
other tech workers worldwide.",220,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",4,0.4357,"Revise productivity metrics with human
oversight
Tech companies must replace rigid, automated KPI
systems with human-led performance evaluations
that account for the mental health and well-being
of content moderators.",164,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",1,0.7251,"Revised productivity metrics: Eliminate unrealistic quotas and ensure human oversight in
performance evaluations.",23,Yes,Yes,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",1,0.6620,"Right to organize a union and collective
bargaining: Respect for the right to organize
without interference or opposition from the
employer, alongside a policy to allow access
to the union.",37,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,28,Collective bargaining agreement,Employer and platform/contractor responsibilities,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,3,0.4468,"Right to organize a union and collective
bargaining: Respect for the right to organize
without interference or opposition from the
employer, alongside a policy to allow access
to the union.",37,Yes,Yes,The policy mentions engaging with democratically elected worker representatives and allowing them free access to workers and workplaces.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,14,Sick leave,Worker rights,The policy references paid time off for illness,1,0.4771,"Some organizations
offer time off after distressing assignments.",153,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,31,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",3,0.5500,"Some platforms have introduced the blurring of
egregious content to protect workers from the
psychological effects of harmful material.",103,Yes,Yes,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",5,0.4853,"Source: Canadian Institute for Public Safety Research and Treatment (CIPSRT), 2022
https://www.cipsrt-icrtsp.ca
Emergency dispatchers
USA, Germany
Stress management training, rotational shifts to prevent burnout and counselling services covered
by employer benefits.",148,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,20,Fair contracts,Employer and platform/contractor responsibilities,The policy outlines requirements for fair contracts and contract terms between workers and employers.,2,0.4938,"Stable employment and living wages: Formalized employment with permanent contracts,
living wages and full employment benefits.",34,Yes,Yes,The policy outlines requirements for fair contracts and contract terms between workers and employers.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",4,0.6274,"The ability
to organize is considered an “enabling right”
because it allows workers to collectively defend
and advance their other rights through being in a
union.",136,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,5,Monitoring and surveillance,Worker rights,"The policy includes references to employer use of technology or systems to observe, track, or monitor workers.",4,0.4289,"Their importance is reinforced by in-
ternational labour standards: ILO Recommendation
164 affirms workers’ rights to safety representation
and equal participation, while ILO Convention 155
highlights the need for robust occupational health
and safety frameworks for all workers.",205,Meets a different parameter(s),Meets a different parameter(s),,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,1,0.4968,"These bonuses are not optional
perks, they are essential to earning a livable
income.",124,Yes,Yes,The policy includes references to extra pay/bonus for dangerous or high-risk work.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,3,0.4253,"They remove hate speech, misinformation
and graphic content, ensuring compliance with
both legal and community standards.",42,Meets a different parameter(s),Meets a different parameter(s),,"The policy outlines some measure of legal enforceability, referencing existing applicable legal frameworks.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",5,0.4381,"This arrangement
allows platforms to maintain operational control
while distancing themselves from direct respon-
sibility for working conditions.",59,Meets a different parameter(s),Meets a different parameter(s),,The policy identifies the party/institution/agency tasked with enforcement of the policy.,,,,,,,TRUE
Protocols for Safe Content Moderation,233,10,Health and safety risks,Worker rights,"The policy includes reference to protections against health and safety risks, mental or physical",3,0.5047,"This mirrors best practices in emergency
response professions, which limit exposure to
traumatic incidents to prevent burnout, PTSD, suicidality and suicide.",161,Yes,Yes,"The policy includes reference to protections against health and safety risks, mental or physical",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,36,Accountability in case of harms,Employer and platform/contractor responsibilities,The policy includes consequences or accountability measures for companies if standards are violated.,4,0.4086,"This practice creates a chilling effect
that undermines transparency and accountability.",180,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",3,0.3932,"Through making these bonuses essential, workers
are pressured to push through traumatic content
to earn a dignified wage.",193,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,1,Hazard pay,Worker rights,The policy includes references to extra pay/bonus for dangerous or high-risk work.,2,0.4927,"Through making these bonuses essential, workers
are pressured to push through traumatic content
to earn a dignified wage.",193,Yes,Yes,The policy includes references to extra pay/bonus for dangerous or high-risk work.,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,9,Freedom of association and fair representation,Worker rights,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",5,0.5977,"Trade
unions and OSH committees are central to these
processes and ensure that worker perspectives
are reflected in both the design, oversight and
continuous improvement of safety measures.",207,Yes,Yes,"The policy mentions workers' ability to organize, join unions, or participate in collective decision-making.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,7,Paths for career advancement,Worker rights,"The policy mentions opportunities for training, promotions, or upskilling.",2,0.4458,"Training should cover wellness
programmes, psychological coping strategies and
procedures for requesting alternative work placements.",176,Yes,Yes,"The policy mentions opportunities for training, promotions, or upskilling.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",4,0.5487,"Training should cover wellness
programmes, psychological coping strategies and
procedures for requesting alternative work placements.",176,Yes,Yes,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,3,Security of tenure,Worker rights,The policy mentions protections against arbitrary dismissal or guarantees of continued employment.,5,0.4216,"UNI Global Union survey
job security or retaliation.",184,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,4,"Evaluation metrics, productivity standards and quotas",Worker rights,"The policy recommends acceptable methods for measurement of worker performance, productivity benchmarks, or quotas.",3,0.4530,"UNI Global Union survey
over forty workers across six countries to develop
comprehensive guidelines for making this critical
work more sustainable.",1,No - not relevant at all,No - not relevant at all,,,,,,,,,TRUE
Protocols for Safe Content Moderation,233,14,Sick leave,Worker rights,The policy references paid time off for illness,2,0.4484,"Wellness resources, including EAP access, must
continue for at least 24 months post-contract,
ensuring long-term psychological support for
delayed-onset trauma.",186,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions health coverage for workers, mental or physical.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,12,Mental and physical health insurance,Worker rights,"The policy mentions health coverage for workers, mental or physical.",4,0.4338,"When respondents reported having been
adequately trained, complaints about mental
health issues were cut in half.",183,Meets a different parameter(s),Meets a different parameter(s),,"The policy mentions opportunities for training, promotions, or upskilling.",,,,,,,TRUE
Protocols for Safe Content Moderation,233,2,Right to set working hours/schedule,Worker rights,"The policy mentions flexibility, worker control, or restrictions on employer-set schedules.",3,0.4921,"Where relevant,
work contracts should not tie legal residency or
work permits exclusively to the employer, prevent-
ing situations of forced dependency.",211,No - but presents new theme,No - but presents new theme,,,,,,,,Related to the H1B expenses theme?,TRUE
Protocols for Safe Content Moderation,233,31,Identifying risks and harms to workers,Employer and platform/contractor responsibilities,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",2,0.5704,"Workers should
have a clear, accessible pathway to report mental
health concerns without fear of job loss or discrim-
ination, while protecting worker confidentiality.",198,Yes,Yes,"The policy recommends that employers disclose potential or anticipated risks or harms, material or immaterial, that employees may encounter or expose themselves to on the job.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,34,Mental health support,Employer and platform/contractor responsibilities,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",2,0.5603,"Workers should
have a clear, accessible pathway to report mental
health concerns without fear of job loss or discrim-
ination, while protecting worker confidentiality.",198,Yes,Yes,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,,TRUE
Protocols for Safe Content Moderation,233,6,Dismissal/deactivation/suspension,Worker rights,"The policy outlines processes, procedures, or rules for worker removal, deactivation from a platform, or suspension or termination processes.",4,0.3883,"Workload caps and rotations: To prevent chronic exposure, some departments rotate staff out of
high-trauma assignments (e.g., homicide or child abuse units) after a set time.",147,Meets a different parameter(s),Meets a different parameter(s),,"The policy includes mention of employer responsibilities related to counseling, mental health resources, or stress reduction for workers.",,,,,,,TRUE
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",1,0.5679,"In the regions where living wage figures are available, companies have to
abide by living wages instead of minimum wages.",24,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
Building Better Workplaces for Data Workers,289,0,Wages,Worker rights,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",2,0.5641,"This standard applies to any and all forms of money that is due to workers, including, but not limited to, salaries,
per-task pay, overtime pay, and bonuses and incentives.",29,Yes,Yes,"The policy mentions worker wages, discusses insufficient wages, or prescribes an acceptable wage. It may also address issues like naming tasks that must be compensated, the currency or form of payment, the frequency of payment, etc.",,,,,,,,TRUE
